date,time,speedKPH,rpm,batteryVoltage,batteryPercentage,windSpeed,temp
"06 Feb, 2025",01:20 PM,40,3000,339.93,99,10,31.9
"06 Feb, 2025",01:20 PM,40,3000,339.96,99,10,31.9
"06 Feb, 2025",01:20 PM,40,3000,339.98,99,10,32.0
"06 Feb, 2025",01:20 PM,40,3000,339.94,99,10,32.0
"06 Feb, 2025",01:20 PM,40,3000,339.91,99,10,31.9
"06 Feb, 2025",01:20 PM,40,3000,339.85,99,10,32.1
"06 Feb, 2025",01:20 PM,40,3000,340.03,99,10,32.0
"06 Feb, 2025",01:20 PM,40,3000,340.01,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.11,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.05,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,340.1,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.1,99,9,31.9
"06 Feb, 2025",01:20 PM,40,3000,339.86,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.98,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.08,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.78,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,339.99,99,8,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.95,99,9,31.5
"06 Feb, 2025",01:20 PM,40,3000,340.01,99,9,31.6
"06 Feb, 2025",01:20 PM,40,3000,340.14,99,9,31.6
"06 Feb, 2025",01:20 PM,40,3000,340.15,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,340.16,99,9,31.6
"06 Feb, 2025",01:20 PM,40,3000,340.03,99,9,31.6
"06 Feb, 2025",01:20 PM,40,3000,339.87,99,10,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.95,99,10,31.7
"06 Feb, 2025",01:20 PM,40,3000,340.14,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.8,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.88,99,9,31.5
"06 Feb, 2025",01:20 PM,40,3000,339.99,99,9,31.5
"06 Feb, 2025",01:20 PM,40,3000,339.81,99,9,31.5
"06 Feb, 2025",01:20 PM,40,3000,339.85,99,10,31.4
"06 Feb, 2025",01:20 PM,40,3000,340.06,99,10,31.3
"06 Feb, 2025",01:20 PM,40,3000,340.03,99,10,31.3
"06 Feb, 2025",01:20 PM,40,3000,339.88,99,10,31.1
"06 Feb, 2025",01:20 PM,40,3000,340.05,99,10,31.2
"06 Feb, 2025",01:20 PM,40,3000,339.83,99,9,31.3
"06 Feb, 2025",01:20 PM,40,3000,340.17,99,9,31.4
"06 Feb, 2025",01:20 PM,40,3000,339.98,99,8,31.5
"06 Feb, 2025",01:20 PM,40,3000,339.78,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,339.81,99,9,31.6
"06 Feb, 2025",01:20 PM,40,3000,340.04,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.17,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,340.12,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.08,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,339.84,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.04,99,9,31.9
"06 Feb, 2025",01:20 PM,40,3000,340.14,99,9,32.0
"06 Feb, 2025",01:20 PM,40,3000,339.96,99,9,32.2
"06 Feb, 2025",01:20 PM,40,3000,339.82,99,9,32.0
"06 Feb, 2025",01:20 PM,40,3000,340.13,99,10,31.9
"06 Feb, 2025",01:20 PM,40,3000,340.14,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,339.88,99,9,32.0
"06 Feb, 2025",01:20 PM,40,3000,339.89,99,9,31.9
"06 Feb, 2025",01:20 PM,40,3000,340.04,99,9,31.8
"06 Feb, 2025",01:20 PM,40,3000,340.03,99,9,31.7
"06 Feb, 2025",01:20 PM,40,3000,340.13,99,10,31.8
"06 Feb, 2025",01:20 PM,40,3000,339.96,99,10,31.9
"06 Feb, 2025",01:20 PM,40,3000,340.07,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,339.97,99,11,31.7
"06 Feb, 2025",01:21 PM,40,3000,339.86,99,10,31.7
"06 Feb, 2025",01:21 PM,40,3000,339.88,99,11,31.6
"06 Feb, 2025",01:21 PM,40,3000,339.91,99,11,31.6
"06 Feb, 2025",01:21 PM,40,3000,339.83,99,11,31.6
"06 Feb, 2025",01:21 PM,40,3000,339.89,99,10,31.7
"06 Feb, 2025",01:21 PM,40,3000,339.95,99,10,31.6
"06 Feb, 2025",01:21 PM,40,3000,340.04,99,10,31.6
"06 Feb, 2025",01:21 PM,40,3000,339.94,99,11,31.6
"06 Feb, 2025",01:21 PM,40,3000,339.88,99,11,31.7
"06 Feb, 2025",01:21 PM,40,3000,340.06,99,10,31.7
"06 Feb, 2025",01:21 PM,40,3000,340.11,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,340.16,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,339.91,99,11,32.0
"06 Feb, 2025",01:21 PM,40,3000,339.99,99,10,32.2
"06 Feb, 2025",01:21 PM,40,3000,339.86,99,11,32.4
"06 Feb, 2025",01:21 PM,40,3000,339.87,99,11,32.3
"06 Feb, 2025",01:21 PM,40,3000,340.16,99,11,32.3
"06 Feb, 2025",01:21 PM,40,3000,340.02,99,11,32.1
"06 Feb, 2025",01:21 PM,40,3000,339.95,99,11,32.1
"06 Feb, 2025",01:21 PM,40,3000,340.11,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,339.97,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,339.84,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.16,99,11,32.1
"06 Feb, 2025",01:21 PM,40,3000,339.98,99,11,32.0
"06 Feb, 2025",01:21 PM,40,3000,340.02,99,11,32.0
"06 Feb, 2025",01:21 PM,40,3000,339.78,99,11,32.1
"06 Feb, 2025",01:21 PM,40,3000,339.91,99,11,32.2
"06 Feb, 2025",01:21 PM,40,3000,340.14,99,11,32.2
"06 Feb, 2025",01:21 PM,40,3000,340.04,99,11,32.2
"06 Feb, 2025",01:21 PM,40,3000,340.08,99,11,32.1
"06 Feb, 2025",01:21 PM,40,3000,339.93,99,11,32.1
"06 Feb, 2025",01:21 PM,40,3000,340.04,99,12,32.2
"06 Feb, 2025",01:21 PM,40,3000,340.09,99,12,32.1
"06 Feb, 2025",01:21 PM,40,3000,340.14,99,12,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.11,99,12,32.0
"06 Feb, 2025",01:21 PM,40,3000,339.93,99,12,31.8
"06 Feb, 2025",01:21 PM,40,3000,340.02,99,11,31.7
"06 Feb, 2025",01:21 PM,40,3000,340.09,99,11,31.6
"06 Feb, 2025",01:21 PM,40,3000,339.91,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,339.91,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,340.14,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.04,99,12,32.0
"06 Feb, 2025",01:21 PM,40,3000,340.13,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.03,99,11,32.0
"06 Feb, 2025",01:21 PM,40,3000,339.93,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,339.99,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.11,99,10,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.09,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,339.78,99,11,31.9
"06 Feb, 2025",01:21 PM,40,3000,339.79,99,11,32.0
"06 Feb, 2025",01:21 PM,40,3000,340.0,99,11,32.0
"06 Feb, 2025",01:21 PM,40,3000,340.08,99,12,32.1
"06 Feb, 2025",01:21 PM,40,3000,339.8,99,12,32.1
"06 Feb, 2025",01:21 PM,40,3000,340.06,99,12,31.9
"06 Feb, 2025",01:21 PM,40,3000,340.13,99,12,32.0
"06 Feb, 2025",01:21 PM,40,3000,339.85,99,12,31.8
"06 Feb, 2025",01:21 PM,40,3000,340.01,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,340.09,99,11,31.8
"06 Feb, 2025",01:21 PM,40,3000,340.12,99,11,31.9
"06 Feb, 2025",01:22 PM,40,3000,339.77,99,12,31.7
"06 Feb, 2025",01:22 PM,40,3000,340.13,99,12,31.5
"06 Feb, 2025",01:22 PM,40,3000,339.99,99,12,31.7
"06 Feb, 2025",01:22 PM,40,3000,339.85,99,11,31.8
"06 Feb, 2025",01:22 PM,40,3000,339.86,99,12,31.7
"06 Feb, 2025",01:22 PM,40,3000,340.03,99,12,31.5
"06 Feb, 2025",01:22 PM,40,3000,340.0,99,11,31.5
"06 Feb, 2025",01:22 PM,40,3000,340.07,99,11,31.7
"06 Feb, 2025",01:22 PM,40,3000,339.96,99,12,31.6
"06 Feb, 2025",01:22 PM,40,3000,339.89,99,12,31.5
"06 Feb, 2025",01:22 PM,40,3000,339.78,99,11,31.6
"06 Feb, 2025",01:22 PM,40,3000,340.14,99,11,31.6
"06 Feb, 2025",01:22 PM,40,3000,340.03,99,11,31.8
"06 Feb, 2025",01:22 PM,40,3000,339.98,99,12,32.0
"06 Feb, 2025",01:22 PM,40,3000,339.9,99,12,31.9
"06 Feb, 2025",01:22 PM,40,3000,339.93,99,12,31.9
"06 Feb, 2025",01:22 PM,40,3000,339.99,99,11,31.8
"06 Feb, 2025",01:22 PM,40,3000,340.02,99,12,31.8
"06 Feb, 2025",01:22 PM,40,3000,340.12,99,12,31.7
"06 Feb, 2025",01:22 PM,40,3000,339.9,99,12,31.5
"06 Feb, 2025",01:22 PM,40,3000,339.8,99,12,31.5
"06 Feb, 2025",01:22 PM,40,3000,339.97,99,12,31.6
"06 Feb, 2025",01:22 PM,40,3000,340.08,99,11,31.8
"06 Feb, 2025",01:22 PM,40,3000,339.84,99,11,32.0
"06 Feb, 2025",01:22 PM,40,3000,339.81,99,11,32.0
"06 Feb, 2025",01:22 PM,40,3000,340.11,99,11,31.8
"06 Feb, 2025",01:22 PM,40,3000,339.85,99,11,31.9
"06 Feb, 2025",01:22 PM,40,3000,339.85,99,12,31.8
"06 Feb, 2025",01:22 PM,40,3000,340.1,99,12,31.6
"06 Feb, 2025",01:22 PM,40,3000,339.9,99,12,31.8
"06 Feb, 2025",01:22 PM,40,3000,340.14,99,12,32.0
"06 Feb, 2025",01:22 PM,40,3000,339.84,99,12,32.0
"06 Feb, 2025",01:22 PM,40,3000,340.16,99,13,32.0
"06 Feb, 2025",01:22 PM,40,3000,340.09,99,12,32.2
"06 Feb, 2025",01:22 PM,40,3000,340.1,99,12,32.2
"06 Feb, 2025",01:22 PM,40,3000,340.12,99,12,32.3
"06 Feb, 2025",01:22 PM,40,3000,339.95,99,12,32.4
"06 Feb, 2025",01:22 PM,40,3000,340.14,99,12,32.5
"06 Feb, 2025",01:22 PM,40,3000,339.9,99,12,32.5
"06 Feb, 2025",01:22 PM,40,3000,340.08,99,11,32.5
"06 Feb, 2025",01:22 PM,40,3000,340.15,99,12,32.4
"06 Feb, 2025",01:22 PM,40,3000,339.79,99,12,32.5
"06 Feb, 2025",01:22 PM,40,3000,340.13,99,12,32.4
"06 Feb, 2025",01:22 PM,40,3000,340.02,99,12,32.4
"06 Feb, 2025",01:22 PM,40,3000,339.82,99,12,32.3
"06 Feb, 2025",01:22 PM,40,3000,339.9,99,12,32.4
"06 Feb, 2025",01:22 PM,40,3000,340.12,99,11,32.3
"06 Feb, 2025",01:22 PM,40,3000,339.84,99,12,32.5
"06 Feb, 2025",01:22 PM,40,3000,340.08,99,11,32.5
"06 Feb, 2025",01:22 PM,40,3000,339.95,99,11,32.4
"06 Feb, 2025",01:22 PM,40,3000,340.07,99,12,32.2
"06 Feb, 2025",01:22 PM,40,3000,339.8,99,11,32.3
"06 Feb, 2025",01:22 PM,40,3000,339.97,99,11,32.1
"06 Feb, 2025",01:22 PM,40,3000,339.79,99,11,32.0
"06 Feb, 2025",01:22 PM,40,3000,339.87,99,11,31.9
"06 Feb, 2025",01:22 PM,40,3000,340.17,99,11,32.1
"06 Feb, 2025",01:22 PM,40,3000,339.86,99,11,32.2
"06 Feb, 2025",01:22 PM,40,3000,340.07,99,11,32.1
"06 Feb, 2025",01:22 PM,40,3000,340.17,99,12,32.2
"06 Feb, 2025",01:22 PM,40,3000,339.84,99,11,32.4
"06 Feb, 2025",01:23 PM,40,3000,339.88,99,11,32.2
"06 Feb, 2025",01:23 PM,40,3000,340.0,99,12,32.3
"06 Feb, 2025",01:23 PM,40,3000,339.94,99,12,32.3
"06 Feb, 2025",01:23 PM,40,3000,340.14,99,12,32.3
"06 Feb, 2025",01:23 PM,40,3000,339.92,99,12,32.1
"06 Feb, 2025",01:23 PM,40,3000,339.95,99,13,31.9
"06 Feb, 2025",01:23 PM,40,3000,340.12,99,13,32.1
"06 Feb, 2025",01:23 PM,40,3000,339.89,99,13,32.1
"06 Feb, 2025",01:23 PM,40,3000,339.93,99,14,32.0
"06 Feb, 2025",01:23 PM,40,3000,340.04,99,14,31.8
"06 Feb, 2025",01:23 PM,40,3000,339.94,99,14,32.0
"06 Feb, 2025",01:23 PM,40,3000,339.86,99,14,32.1
"06 Feb, 2025",01:23 PM,40,3000,340.09,99,14,32.0
"06 Feb, 2025",01:23 PM,40,3000,339.78,99,14,32.1
"06 Feb, 2025",01:23 PM,40,3000,340.01,99,15,32.2
"06 Feb, 2025",01:23 PM,40,3000,339.94,99,15,32.0
"06 Feb, 2025",01:23 PM,40,3000,339.85,99,15,31.8
"06 Feb, 2025",01:23 PM,40,3000,339.91,99,15,32.0
"06 Feb, 2025",01:23 PM,40,3000,339.82,99,14,32.2
"06 Feb, 2025",01:23 PM,40,3000,339.78,99,15,32.2
"06 Feb, 2025",01:23 PM,40,3000,339.96,99,14,32.3
"06 Feb, 2025",01:23 PM,40,3000,339.91,99,14,32.4
"06 Feb, 2025",01:23 PM,40,3000,339.94,99,15,32.4
"06 Feb, 2025",01:23 PM,40,3000,339.79,99,14,32.6
"06 Feb, 2025",01:23 PM,40,3000,339.82,99,15,32.7
"06 Feb, 2025",01:23 PM,40,3000,340.06,99,14,32.8
"06 Feb, 2025",01:23 PM,40,3000,340.08,99,15,32.6
"06 Feb, 2025",01:23 PM,40,3000,340.04,99,15,32.6
"06 Feb, 2025",01:23 PM,40,3000,339.89,99,15,32.7
"06 Feb, 2025",01:23 PM,40,3000,339.78,99,15,32.8
"06 Feb, 2025",01:23 PM,40,3000,339.95,99,16,32.9
"06 Feb, 2025",01:23 PM,40,3000,339.92,99,15,33.0
"06 Feb, 2025",01:23 PM,40,3000,340.01,99,15,33.2
"06 Feb, 2025",01:23 PM,40,3000,339.77,99,15,33.1
"06 Feb, 2025",01:23 PM,40,3000,339.82,99,15,33.1
"06 Feb, 2025",01:23 PM,40,3000,340.17,99,14,33.3
"06 Feb, 2025",01:23 PM,40,3000,340.08,99,14,33.4
"06 Feb, 2025",01:23 PM,40,3000,339.95,99,14,33.3
"06 Feb, 2025",01:23 PM,40,3000,340.03,99,14,33.3
"06 Feb, 2025",01:23 PM,40,3000,339.86,99,14,33.4
"06 Feb, 2025",01:23 PM,40,3000,339.82,99,14,33.6
"06 Feb, 2025",01:23 PM,40,3000,339.92,99,15,33.6
"06 Feb, 2025",01:23 PM,40,3000,339.91,99,14,33.7
"06 Feb, 2025",01:23 PM,40,3000,339.88,99,14,33.6
"06 Feb, 2025",01:23 PM,40,3000,340.11,99,14,33.5
"06 Feb, 2025",01:23 PM,40,3000,339.81,99,15,33.7
"06 Feb, 2025",01:23 PM,40,3000,340.06,99,15,33.9
"06 Feb, 2025",01:23 PM,40,3000,340.0,99,15,33.7
"06 Feb, 2025",01:23 PM,40,3000,339.86,99,15,33.9
"06 Feb, 2025",01:23 PM,40,3000,340.02,99,15,34.1
"06 Feb, 2025",01:23 PM,40,3000,339.8,99,15,34.2
"06 Feb, 2025",01:23 PM,40,3000,340.0,99,15,34.0
"06 Feb, 2025",01:23 PM,40,3000,339.95,99,15,34.1
"06 Feb, 2025",01:23 PM,40,3000,339.99,99,15,34.3
"06 Feb, 2025",01:23 PM,40,3000,339.84,99,15,34.1
"06 Feb, 2025",01:23 PM,40,3000,339.92,99,15,34.0
"06 Feb, 2025",01:23 PM,40,3000,340.13,99,16,34.0
"06 Feb, 2025",01:23 PM,40,3000,340.12,99,16,33.9
"06 Feb, 2025",01:23 PM,40,3000,339.96,99,15,33.7
"06 Feb, 2025",01:23 PM,40,3000,339.95,99,15,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.8,99,15,33.5
"06 Feb, 2025",01:24 PM,40,3000,340.14,99,16,33.4
"06 Feb, 2025",01:24 PM,40,3000,339.88,99,16,33.6
"06 Feb, 2025",01:24 PM,40,3000,340.12,99,16,33.6
"06 Feb, 2025",01:24 PM,40,3000,339.84,99,16,33.4
"06 Feb, 2025",01:24 PM,40,3000,340.06,99,16,33.5
"06 Feb, 2025",01:24 PM,40,3000,340.06,99,15,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.88,99,15,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.8,99,15,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.83,99,15,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.8,99,15,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.94,99,15,33.6
"06 Feb, 2025",01:24 PM,40,3000,340.05,99,15,33.6
"06 Feb, 2025",01:24 PM,40,3000,339.9,99,15,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.91,99,15,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.78,99,15,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.79,99,15,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.8,99,15,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.86,99,15,33.6
"06 Feb, 2025",01:24 PM,40,3000,340.13,99,16,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.81,99,16,33.7
"06 Feb, 2025",01:24 PM,40,3000,340.16,99,15,33.8
"06 Feb, 2025",01:24 PM,40,3000,340.09,99,16,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.91,99,16,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.96,99,15,33.8
"06 Feb, 2025",01:24 PM,40,3000,340.04,99,15,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.91,99,15,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.84,99,15,34.0
"06 Feb, 2025",01:24 PM,40,3000,339.94,99,15,33.9
"06 Feb, 2025",01:24 PM,40,3000,340.16,99,15,33.9
"06 Feb, 2025",01:24 PM,40,3000,339.81,99,15,33.9
"06 Feb, 2025",01:24 PM,40,3000,340.0,99,14,33.9
"06 Feb, 2025",01:24 PM,40,3000,339.81,99,14,33.9
"06 Feb, 2025",01:24 PM,40,3000,339.78,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.99,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.98,99,14,33.6
"06 Feb, 2025",01:24 PM,40,3000,339.99,99,14,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.9,99,15,33.6
"06 Feb, 2025",01:24 PM,40,3000,340.11,99,15,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.83,99,15,33.6
"06 Feb, 2025",01:24 PM,40,3000,339.88,99,15,33.4
"06 Feb, 2025",01:24 PM,40,3000,339.89,99,14,33.5
"06 Feb, 2025",01:24 PM,40,3000,340.13,99,14,33.6
"06 Feb, 2025",01:24 PM,40,3000,339.85,99,14,33.5
"06 Feb, 2025",01:24 PM,40,3000,340.12,99,14,33.5
"06 Feb, 2025",01:24 PM,40,3000,339.85,99,14,33.7
"06 Feb, 2025",01:24 PM,40,3000,340.02,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,340.06,99,14,33.7
"06 Feb, 2025",01:24 PM,40,3000,340.1,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.89,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,340.09,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,339.85,99,14,33.6
"06 Feb, 2025",01:24 PM,40,3000,340.04,99,14,33.6
"06 Feb, 2025",01:24 PM,40,3000,340.12,99,14,33.7
"06 Feb, 2025",01:24 PM,40,3000,339.96,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,340.16,99,13,33.7
"06 Feb, 2025",01:24 PM,40,3000,340.1,99,14,33.5
"06 Feb, 2025",01:24 PM,40,3000,340.03,99,13,33.6
"06 Feb, 2025",01:24 PM,40,3000,339.84,99,14,33.8
"06 Feb, 2025",01:24 PM,40,3000,340.0,99,14,33.8
"06 Feb, 2025",01:25 PM,40,3000,339.79,99,15,33.6
"06 Feb, 2025",01:25 PM,40,3000,339.8,99,15,33.6
"06 Feb, 2025",01:25 PM,40,3000,339.93,99,15,33.4
"06 Feb, 2025",01:25 PM,40,3000,340.12,99,15,33.5
"06 Feb, 2025",01:25 PM,40,3000,339.99,99,15,33.6
"06 Feb, 2025",01:25 PM,40,3000,340.05,99,14,33.8
"06 Feb, 2025",01:25 PM,40,3000,340.16,99,15,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.95,99,15,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.85,99,14,34.0
"06 Feb, 2025",01:25 PM,40,3000,340.12,99,14,33.9
"06 Feb, 2025",01:25 PM,40,3000,339.87,99,14,33.8
"06 Feb, 2025",01:25 PM,40,3000,339.88,99,15,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.99,99,15,34.2
"06 Feb, 2025",01:25 PM,40,3000,340.08,99,15,34.1
"06 Feb, 2025",01:25 PM,40,3000,339.76,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,340.04,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.99,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.89,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.97,99,14,34.1
"06 Feb, 2025",01:25 PM,40,3000,340.07,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,340.0,99,14,34.1
"06 Feb, 2025",01:25 PM,40,3000,339.94,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,340.12,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.92,99,14,34.1
"06 Feb, 2025",01:25 PM,40,3000,340.09,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.9,99,14,34.1
"06 Feb, 2025",01:25 PM,40,3000,339.82,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.78,99,14,34.1
"06 Feb, 2025",01:25 PM,40,3000,340.16,99,13,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.93,99,13,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.99,99,13,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.92,99,13,34.1
"06 Feb, 2025",01:25 PM,40,3000,339.88,99,14,34.3
"06 Feb, 2025",01:25 PM,40,3000,339.95,99,14,34.1
"06 Feb, 2025",01:25 PM,40,3000,339.91,99,13,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.95,99,14,33.9
"06 Feb, 2025",01:25 PM,40,3000,339.92,99,14,34.0
"06 Feb, 2025",01:25 PM,40,3000,339.86,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.84,99,14,34.3
"06 Feb, 2025",01:25 PM,40,3000,339.83,99,14,34.2
"06 Feb, 2025",01:25 PM,40,3000,340.0,99,14,34.4
"06 Feb, 2025",01:25 PM,40,3000,339.94,99,13,34.2
"06 Feb, 2025",01:25 PM,40,3000,339.88,99,14,34.4
"06 Feb, 2025",01:25 PM,40,3000,340.01,99,14,34.6
"06 Feb, 2025",01:25 PM,40,3000,340.13,99,13,34.6
"06 Feb, 2025",01:25 PM,40,3000,339.83,99,13,34.6
"06 Feb, 2025",01:25 PM,40,3000,339.93,99,13,34.6
"06 Feb, 2025",01:25 PM,40,3000,339.88,99,13,34.5
"06 Feb, 2025",01:25 PM,40,3000,339.85,99,13,34.7
"06 Feb, 2025",01:25 PM,40,3000,340.13,99,13,34.5
"06 Feb, 2025",01:25 PM,40,3000,339.79,99,12,34.7
"06 Feb, 2025",01:25 PM,40,3000,339.9,99,13,34.7
"06 Feb, 2025",01:25 PM,40,3000,339.94,99,12,34.6
"06 Feb, 2025",01:25 PM,40,3000,340.14,99,12,34.7
"06 Feb, 2025",01:25 PM,40,3000,340.12,99,12,34.9
"06 Feb, 2025",01:25 PM,40,3000,339.86,99,12,34.7
"06 Feb, 2025",01:25 PM,40,3000,340.06,99,11,34.8
"06 Feb, 2025",01:25 PM,40,3000,339.82,99,11,34.6
"06 Feb, 2025",01:25 PM,40,3000,339.77,99,12,34.8
"06 Feb, 2025",01:25 PM,40,3000,340.01,99,12,34.8
"06 Feb, 2025",01:26 PM,40,3000,340.06,99,12,34.8
"06 Feb, 2025",01:26 PM,40,3000,340.09,99,12,34.9
"06 Feb, 2025",01:26 PM,40,3000,339.97,99,12,34.9
"06 Feb, 2025",01:26 PM,40,3000,340.06,99,11,34.8
"06 Feb, 2025",01:26 PM,40,3000,339.95,99,12,34.9
"06 Feb, 2025",01:26 PM,40,3000,339.82,99,12,35.0
"06 Feb, 2025",01:26 PM,40,3000,339.84,99,12,34.8
"06 Feb, 2025",01:26 PM,40,3000,340.08,99,12,34.6
"06 Feb, 2025",01:26 PM,40,3000,340.09,99,12,34.4
"06 Feb, 2025",01:26 PM,40,3000,340.15,99,12,34.4
"06 Feb, 2025",01:26 PM,40,3000,340.12,99,12,34.5
"06 Feb, 2025",01:26 PM,40,3000,339.82,99,12,34.6
"06 Feb, 2025",01:26 PM,40,3000,339.91,99,12,34.4
"06 Feb, 2025",01:26 PM,40,3000,340.01,99,12,34.5
"06 Feb, 2025",01:26 PM,40,3000,340.14,99,12,34.6
"06 Feb, 2025",01:26 PM,40,3000,340.13,99,12,34.7
"06 Feb, 2025",01:26 PM,40,3000,339.83,99,12,34.5
"06 Feb, 2025",01:26 PM,40,3000,339.89,99,12,34.5
"06 Feb, 2025",01:26 PM,40,3000,340.0,99,11,34.3
"06 Feb, 2025",01:26 PM,40,3000,339.76,99,11,34.1
"06 Feb, 2025",01:26 PM,40,3000,340.03,99,11,34.0
"06 Feb, 2025",01:26 PM,40,3000,340.07,99,12,34.1
"06 Feb, 2025",01:26 PM,40,3000,339.79,99,12,34.1
"06 Feb, 2025",01:26 PM,40,3000,339.94,99,12,34.2
"06 Feb, 2025",01:26 PM,40,3000,339.95,99,12,34.0
"06 Feb, 2025",01:26 PM,40,3000,339.99,99,12,34.2
"06 Feb, 2025",01:26 PM,40,3000,340.12,99,12,34.1
"06 Feb, 2025",01:26 PM,40,3000,340.06,99,11,34.1
"06 Feb, 2025",01:26 PM,40,3000,339.88,99,12,33.9
"06 Feb, 2025",01:26 PM,40,3000,339.83,99,12,33.8
"06 Feb, 2025",01:26 PM,40,3000,339.85,99,11,33.8
"06 Feb, 2025",01:26 PM,40,3000,339.85,99,11,33.9
"06 Feb, 2025",01:26 PM,40,3000,340.02,99,12,34.1
"06 Feb, 2025",01:26 PM,40,3000,339.86,99,12,33.9
"06 Feb, 2025",01:26 PM,40,3000,339.95,99,12,33.9
"06 Feb, 2025",01:26 PM,40,3000,339.9,99,12,34.0
"06 Feb, 2025",01:26 PM,40,3000,340.0,99,12,34.0
"06 Feb, 2025",01:26 PM,40,3000,340.14,99,12,34.1
"06 Feb, 2025",01:26 PM,40,3000,340.08,99,13,34.3
"06 Feb, 2025",01:26 PM,40,3000,340.15,99,12,34.1
